COUNTER, INTERPOLATED, RAW_CQ, AF3, F7, F3, FC5, T7, P7, O1, O2, P8,T8, FC6, F4, F8, AF4, GYROX, GYROY, TIMESTAMP, MARKER_HARDWARE, ES_TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL
10,0,15,4623.33333333333,4178.46153846154,4376.66666666667,4121.15384615385,4193.46153846154,4186.28205128205,4177.82051282051,4185.51282051282,4188.46153846154,4190.89743589744,4133.20512820513,4270.89743589744,4182.5641025641,4578.97435897436,2636,1152,2.23976961047171,0,2.18500804901123,0,0,0,0,
11,0,0,4620.12820512821,4177.05128205128,4365.76923076923,4123.84615384615,4191.66666666667,4188.33333333333,4164.35897435897,4186.92307692308,4186.28205128205,4191.28205128205,4131.79487179487,4260.51282051282,4182.4358974359,4571.53846153846,2636,1152,2.24754983111788,0,2.18500804901123,0,0,0,0,
12,0,7,4641.15384615385,4176.92307692308,4373.84615384615,4116.66666666667,4189.10256410256,4181.28205128205,4173.58974358974,4190.89743589744,4185.38461538462,4187.82051282051,4132.69230769231,4257.05128205128,4184.74358974359,4579.8717948718,2380,640,2.25543005176406,0,2.18500804901123,0,0,0,0,
13,0,29,4640.38461538462,4176.15384615385,4381.79487179487,4115.12820512821,4190.89743589744,4181.02564102564,4172.5641025641,4191.02564102564,4188.71794871795,4189.61538461538,4133.46153846154,4245.64102564103,4183.58974358974,4574.74358974359,2380,640,2.26321027241024,0,2.18500804901123,0,0,0,0,
14,0,15,4633.33333333333,4172.4358974359,4374.48717948718,4116.79487179487,4189.8717948718,4184.10256410256,4154.35897435897,4187.4358974359,4187.69230769231,4192.30769230769,4130.64102564103,4244.10256410256,4181.79487179487,4578.97435897436,2380,640,2.27099049305642,0,2.18500804901123,0,0,0,0,
15,0,0,4633.07692307692,4173.33333333333,4368.33333333333,4111.15384615385,4186.66666666667,4181.41025641026,4158.71794871795,4188.07692307692,4183.84615384615,4189.10256410256,4130.25641025641,4245.12820512821,4181.15384615385,4587.5641025641,2380,640,2.2787707137026,0,2.18500804901123,0,0,0,0,
16,0,0,4639.23076923077,4171.15384615385,4372.30769230769,4100.51282051282,4180.12820512821,4173.07692307692,4163.33333333333,4186.15384615385,4184.23076923077,4185.12820512821,4130.12820512821,4247.5641025641,4179.35897435897,4590,1868,192,2.28665093434877,0,2.18500804901123,0,0,0,0,
17,0,0,4629.61538461538,4168.84615384615,4379.74358974359,4110.89743589744,4180.38461538462,4175.89743589744,4157.5641025641,4185.25641025641,4188.33333333333,4189.10256410256,4130.89743589744,4242.30769230769,4181.02564102564,4577.5641025641,1868,192,2.29453115499495,0,2.18500804901123,0,0,0,0,
18,0,0,4623.97435897436,4163.84615384615,4377.82051282051,4112.4358974359,4177.5641025641,4174.48717948718,4156.92307692308,4183.71794871795,4186.28205128205,4192.05128205128,4130.12820512821,4258.97435897436,4180.38461538462,4597.05128205128,1868,192,2.30231137564113,0,2.18500804901123,0,0,0,0,
19,0,0,4612.4358974359,4164.61538461538,4361.15384615385,4115.64102564103,4179.10256410256,4173.07692307692,4166.15384615385,4185.51282051282,4183.71794871795,4188.07692307692,4134.8717948718,4267.5641025641,4179.35897435897,4603.33333333333,1868,192,2.31009159628731,0,2.18500804901123,0,0,0,0,
20,0,0,4596.02564102564,4163.84615384615,4355.25641025641,4114.8717948718,4175.38461538462,4169.8717948718,4177.69230769231,4183.20512820513,4186.79487179487,4188.71794871795,4132.94871794872,4279.10256410256,4179.8717948718,4601.28205128205,1420,16000,2.31797181693348,0,2.31009149551392,0,0,0,0,
21,0,0,4575.12820512821,4166.15384615385,4352.17948717949,4127.05128205128,4182.82051282051,4173.58974358974,4179.23076923077,4182.94871794872,4187.5641025641,4191.92307692308,4130.64102564103,4276.28205128205,4184.10256410256,4596.02564102564,1420,16000,2.32575203757966,0,2.31009149551392,0,0,0,0,
22,0,0,4582.5641025641,4163.33333333333,4361.79487179487,4122.82051282051,4183.33333333333,4169.10256410256,4173.20512820513,4183.07692307692,4184.23076923077,4189.23076923077,4128.07692307692,4302.94871794872,4180.38461538462,4605.76923076923,1420,16000,2.33353225822584,0,2.31009149551392,0,0,0,0,
23,0,0,4581.02564102564,4165.64102564103,4360.12820512821,4121.02564102564,4185.12820512821,4171.41025641026,4180.12820512821,4185.64102564103,4185.51282051282,4188.33333333333,4129.74358974359,4320.76923076923,4178.71794871795,4610.89743589744,1420,16000,2.34131247887202,0,2.31009149551392,0,0,0,0,
24,0,0,4569.48717948718,4166.92307692308,4370.51282051282,4126.66666666667,4184.74358974359,4170.38461538462,4196.41025641026,4186.79487179487,4188.33333333333,4192.82051282051,4130.64102564103,4313.20512820513,4179.8717948718,4613.20512820513,908,15744,2.34919269951819,0,2.31009149551392,0,0,0,0,
25,0,0,4561.41025641026,4171.53846153846,4366.92307692308,4134.35897435897,4193.58974358974,4174.74358974359,4192.5641025641,4187.5641025641,4188.71794871795,4194.48717948718,4133.20512820513,4299.35897435897,4182.69230769231,4606.15384615385,908,15744,2.35707292016437,0,2.31009149551392,0,0,0,0,
26,0,0,4579.8717948718,4173.71794871795,4361.41025641026,4128.33333333333,4193.20512820513,4180.25641025641,4188.07692307692,4184.74358974359,4186.79487179487,4191.15384615385,4133.71794871795,4316.02564102564,4184.35897435897,4609.8717948718,908,15744,2.36485314081055,0,2.31009149551392,0,0,0,0,
27,0,0,4575.38461538462,4180.12820512821,4356.15384615385,4131.02564102564,4194.35897435897,4184.8717948718,4182.30769230769,4182.5641025641,4186.53846153846,4187.5641025641,4133.58974358974,4330,4187.69230769231,4608.33333333333,908,15744,2.37263336145673,0,2.31009149551392,0,0,0,0,
28,0,0,4573.20512820513,4180.89743589744,4361.53846153846,4137.69230769231,4197.5641025641,4183.33333333333,4181.79487179487,4180.89743589744,4187.05128205128,4189.10256410256,4134.74358974359,4331.41025641026,4187.05128205128,4602.30769230769,524,15616,2.38051358210291,0,2.31009149551392,0,0,0,0,
29,0,0,4596.66666666667,4178.07692307692,4367.05128205128,4135.64102564103,4194.10256410256,4185.89743589744,4170.89743589744,4181.79487179487,4187.82051282051,4190.89743589744,4132.4358974359,4348.84615384615,4183.58974358974,4608.97435897436,524,15616,2.38839380274908,0,2.31009149551392,0,0,0,0,
30,0,0,4605.76923076923,4177.82051282051,4355.64102564103,4138.07692307692,4192.30769230769,4189.74358974359,4174.74358974359,4183.33333333333,4187.30769230769,4190.51282051282,4131.41025641026,4344.23076923077,4184.10256410256,4611.41025641026,524,15616,2.39617402339526,0,2.31009149551392,0,0,0,0,
31,0,0,4623.33333333333,4175.89743589744,4377.69230769231,4136.15384615385,4191.28205128205,4182.94871794872,4177.69230769231,4178.07692307692,4185.25641025641,4191.02564102564,4131.41025641026,4335.25641025641,4182.05128205128,4616.66666666667,524,15616,2.40395424404144,0,2.31009149551392,0,0,0,0,
32,0,0,4634.10256410256,4175.12820512821,4390.25641025641,4132.30769230769,4189.74358974359,4177.82051282051,4175.25641025641,4176.79487179487,4185.51282051282,4191.28205128205,4130.89743589744,4344.74358974359,4182.82051282051,4621.53846153846,16332,15424,2.41183446468762,0,2.31009149551392,0,0,0,0,
33,0,0,4650.64102564103,4172.4358974359,4382.05128205128,4123.33333333333,4181.92307692308,4176.02564102564,4164.10256410256,4181.92307692308,4187.30769230769,4192.4358974359,4129.48717948718,4345,4183.07692307692,4624.10256410256,16332,15424,2.41961468533379,0,2.31009149551392,0,0,0,0,
34,0,0,4641.66666666667,4176.53846153846,4368.07692307692,4120.89743589744,4186.79487179487,4182.69230769231,4164.8717948718,4186.53846153846,4190,4189.74358974359,4131.79487179487,4316.41025641026,4181.15384615385,4609.23076923077,16332,15424,2.42739490597997,0,2.31009149551392,0,0,0,0,
35,0,0,4642.82051282051,4171.66666666667,4393.71794871795,4111.79487179487,4183.58974358974,4176.66666666667,4174.23076923077,4182.94871794872,4188.07692307692,4184.23076923077,4127.82051282051,4309.23076923077,4177.30769230769,4609.74358974359,16332,15424,2.43517512662615,0,2.31009149551392,0,0,0,0,
36,0,0,4631.15384615385,4172.05128205128,4397.94871794872,4116.53846153846,4183.71794871795,4175,4179.48717948718,4182.17948717949,4186.92307692308,4185.89743589744,4127.05128205128,4295.25641025641,4182.82051282051,4593.71794871795,16012,15168,2.44305534727233,0,2.43517518043518,0,0,0,0,
37,0,0,4636.41025641026,4174.23076923077,4376.53846153846,4110.64102564103,4181.53846153846,4175.64102564103,4177.4358974359,4181.28205128205,4187.30769230769,4191.28205128205,4129.48717948718,4278.84615384615,4184.10256410256,4591.15384615385,16012,15168,2.45093556791851,0,2.43517518043518,0,0,0,0,
38,0,0,4643.07692307692,4175,4369.23076923077,4109.48717948718,4184.61538461538,4181.02564102564,4171.28205128205,4181.02564102564,4187.69230769231,4193.33333333333,4133.20512820513,4275.25641025641,4180.89743589744,4597.17948717949,16012,15168,2.45871578856468,0,2.43517518043518,0,0,0,0,
39,0,0,4643.71794871795,4166.79487179487,4388.84615384615,4105.89743589744,4180.25641025641,4174.35897435897,4182.94871794872,4178.97435897436,4185.25641025641,4192.5641025641,4131.79487179487,4265.64102564103,4178.33333333333,4600.51282051282,16012,15168,2.46649600921086,0,2.43517518043518,0,0,0,0,
40,0,0,4638.46153846154,4170.51282051282,4382.69230769231,4108.84615384615,4179.74358974359,4172.94871794872,4187.94871794872,4180.76923076923,4183.71794871795,4192.30769230769,4132.17948717949,4225.64102564103,4180.12820512821,4585.64102564103,15436,14784,2.47437622985704,0,2.43517518043518,0,0,0,0,
41,0,0,4638.20512820513,4173.58974358974,4369.8717948718,4108.33333333333,4178.84615384615,4174.61538461538,4183.33333333333,4185,4187.17948717949,4191.41025641026,4135.12820512821,4224.35897435897,4180.25641025641,4583.33333333333,15436,14784,2.48215645050322,0,2.43517518043518,0,0,0,0,
42,0,0,4631.66666666667,4171.92307692308,4375.51282051282,4118.71794871795,4187.94871794872,4181.41025641026,4175.25641025641,4189.35897435897,4191.41025641026,4190.51282051282,4140.89743589744,4232.17948717949,4184.8717948718,4578.33333333333,15436,14784,2.48993667114939,0,2.43517518043518,0,0,0,0,
43,0,0,4617.82051282051,4172.94871794872,4379.8717948718,4121.66666666667,4191.66666666667,4184.10256410256,4170.38461538462,4188.20512820513,4189.35897435897,4190.76923076923,4139.23076923077,4222.05128205128,4188.71794871795,4566.41025641026,15436,14784,2.49771689179557,0,2.43517518043518,0,0,0,0,
44,0,0,4610.64102564103,4177.82051282051,4350.89743589744,4121.53846153846,4191.53846153846,4187.17948717949,4155.25641025641,4185.12820512821,4187.17948717949,4190.76923076923,4137.4358974359,4212.30769230769,4188.07692307692,4570.51282051282,14924,14208,2.50559711244175,0,2.43517518043518,0,0,0,0,
45,0,0,4608.33333333333,4173.97435897436,4350,4123.84615384615,4190.12820512821,4184.35897435897,4152.17948717949,4184.48717948718,4187.4358974359,4191.41025641026,4140,4233.20512820513,4187.05128205128,4581.79487179487,14924,14208,2.51347733308793,0,2.43517518043518,0,0,0,0,
46,0,0,4594.61538461538,4172.82051282051,4372.4358974359,4124.61538461538,4187.82051282051,4178.20512820513,4152.82051282051,4186.41025641026,4186.02564102564,4191.79487179487,4138.97435897436,4262.05128205128,4187.94871794872,4588.71794871795,14924,14208,2.52125755373411,0,2.43517518043518,0,0,0,0,
47,0,0,4579.35897435897,4176.41025641026,4359.74358974359,4130.12820512821,4185.89743589744,4178.46153846154,4157.82051282051,4187.82051282051,4185.89743589744,4190.89743589744,4137.94871794872,4261.02564102564,4186.53846153846,4581.53846153846,14924,14208,2.52903777438028,0,2.43517518043518,0,0,0,0,
48,0,0,4583.71794871795,4174.35897435897,4330.51282051282,4130.64102564103,4181.66666666667,4177.5641025641,4160.89743589744,4184.10256410256,4187.82051282051,4189.23076923077,4136.53846153846,4277.30769230769,4183.71794871795,4590.38461538462,14668,13696,2.53691799502646,0,2.43517518043518,0,0,0,0,
49,0,0,4594.23076923077,4174.23076923077,4342.82051282051,4131.66666666667,4182.82051282051,4174.61538461538,4173.71794871795,4184.48717948718,4188.46153846154,4188.46153846154,4136.02564102564,4302.69230769231,4186.28205128205,4600.76923076923,14668,13696,2.54469821567264,0,2.43517518043518,0,0,0,0,
50,0,0,4589.48717948718,4173.71794871795,4379.8717948718,4124.61538461538,4181.79487179487,4171.53846153846,4173.46153846154,4186.02564102564,4186.41025641026,4187.69230769231,4131.41025641026,4325.12820512821,4185.64102564103,4617.94871794872,14668,13696,2.55247843631882,0,2.43517518043518,0,0,0,0,
51,0,0,4565.38461538462,4174.35897435897,4375.76923076923,4129.23076923077,4187.30769230769,4177.5641025641,4167.4358974359,4187.4358974359,4185.64102564103,4186.66666666667,4133.84615384615,4308.07692307692,4183.84615384615,4615.12820512821,14668,13696,2.56025865696499,0,2.43517518043518,0,0,0,0,
52,0,0,4580.89743589744,4171.66666666667,4363.84615384615,4125.51282051282,4185.25641025641,4175,4168.97435897436,4186.28205128205,4187.17948717949,4192.05128205128,4134.8717948718,4314.61538461538,4181.53846153846,4619.8717948718,14412,12992,2.56813887761117,0,2.56015872955322,0,0,0,0,
53,0,0,4592.69230769231,4176.02564102564,4353.46153846154,4127.5641025641,4190.51282051282,4177.94871794872,4183.20512820513,4188.71794871795,4188.97435897436,4192.4358974359,4135,4321.79487179487,4185.64102564103,4619.8717948718,14412,12992,2.57601909825735,0,2.56015872955322,0,0,0,0,
54,0,0,4596.66666666667,4176.41025641026,4372.05128205128,4125.25641025641,4188.07692307692,4176.66666666667,4184.48717948718,4186.92307692308,4186.66666666667,4186.15384615385,4132.4358974359,4315.12820512821,4185.51282051282,4626.02564102564,14412,12992,2.58379931890353,0,2.56015872955322,0,0,0,0,
55,0,0,4593.07692307692,4182.94871794872,4371.92307692308,4131.92307692308,4187.82051282051,4181.79487179487,4173.46153846154,4184.61538461538,4186.15384615385,4185.25641025641,4133.84615384615,4302.5641025641,4184.35897435897,4616.53846153846,14412,12992,2.59157953954971,0,2.56015872955322,0,0,0,0,
56,0,0,4637.17948717949,4183.20512820513,4359.35897435897,4129.61538461538,4182.30769230769,4180.89743589744,4173.97435897436,4182.69230769231,4188.46153846154,4192.94871794872,4134.23076923077,4307.5641025641,4184.61538461538,4625.25641025641,14156,12480,2.59945976019588,0,2.56015872955322,0,0,0,0,
57,0,0,4661.15384615385,4187.82051282051,4349.61538461538,4128.97435897436,4184.35897435897,4178.20512820513,4177.94871794872,4183.58974358974,4188.84615384615,4195.89743589744,4134.35897435897,4311.92307692308,4187.94871794872,4632.94871794872,14156,12480,2.60733998084206,0,2.56015872955322,0,0,0,0,
58,0,0,4670.51282051282,4186.66666666667,4349.23076923077,4130.38461538462,4186.41025641026,4176.15384615385,4175.64102564103,4184.61538461538,4188.58974358974,4188.71794871795,4134.61538461538,4291.02564102564,4186.92307692308,4639.8717948718,14156,12480,2.61512020148824,0,2.56015872955322,0,0,0,0,
59,0,0,4675.51282051282,4194.61538461538,4326.66666666667,4141.79487179487,4193.97435897436,4187.17948717949,4152.69230769231,4189.10256410256,4190,4184.35897435897,4136.92307692308,4250.38461538462,4186.79487179487,4631.92307692308,14156,12480,2.62290042213442,0,2.56015872955322,0,0,0,0,
60,0,0,4673.58974358974,4214.35897435897,4309.48717948718,4142.05128205128,4197.30769230769,4191.02564102564,4144.74358974359,4188.58974358974,4188.20512820513,4186.53846153846,4135,4236.41025641026,4187.5641025641,4624.35897435897,13900,11904,2.63078064278059,0,2.56015872955322,0,0,0,0,
61,0,0,4675.76923076923,4205.51282051282,4335.89743589744,4132.82051282051,4194.8717948718,4186.15384615385,4150,4184.8717948718,4188.20512820513,4186.79487179487,4131.66666666667,4252.17948717949,4187.05128205128,4628.58974358974,13900,11904,2.63866086342677,0,2.56015872955322,0,0,0,0,
62,0,0,4668.58974358974,4184.35897435897,4353.20512820513,4128.58974358974,4193.33333333333,4184.8717948718,4156.53846153846,4187.5641025641,4192.69230769231,4183.71794871795,4132.69230769231,4248.84615384615,4185.12820512821,4627.5641025641,13900,11904,2.64644108407295,0,2.56015872955322,0,0,0,0,
63,0,0,4692.69230769231,4184.35897435897,4337.82051282051,4126.92307692308,4191.92307692308,4183.58974358974,4147.05128205128,4188.07692307692,4189.10256410256,4186.66666666667,4133.07692307692,4231.41025641026,4183.20512820513,4625,13900,11904,2.65422130471913,0,2.56015872955322,0,0,0,0,
64,0,37,4695.89743589744,4197.05128205128,4321.02564102564,4124.8717948718,4195,4184.23076923077,4145.89743589744,4181.66666666667,4182.30769230769,4186.53846153846,4129.10256410256,4229.74358974359,4183.58974358974,4617.4358974359,13644,11264,2.66210152536531,0,2.56015872955322,0,0,0,0,
65,0,0,4689.61538461539,4185.25641025641,4346.53846153846,4113.46153846154,4190.64102564103,4182.30769230769,4150.51282051282,4177.4358974359,4183.20512820513,4184.48717948718,4129.74358974359,4230.38461538462,4182.30769230769,4630.12820512821,13644,11264,2.66988174601148,0,2.56015872955322,0,0,0,0,
66,0,156,4679.8717948718,4180.25641025641,4378.46153846154,4111.53846153846,4187.82051282051,4181.02564102564,4155.89743589744,4182.94871794872,4185.12820512821,4185.25641025641,4135.51282051282,4220.12820512821,4181.92307692308,4627.5641025641,13644,11264,2.67766196665766,0,2.56015872955322,0,0,0,0,
67,0,0,4689.74358974359,4183.97435897436,4375.89743589744,4107.5641025641,4181.92307692308,4173.20512820513,4157.82051282051,4183.46153846154,4181.28205128205,4183.84615384615,4132.17948717949,4214.35897435897,4183.46153846154,4620.25641025641,13644,11264,2.68544218730384,0,2.56015872955322,0,0,0,0,
68,0,0,4688.97435897436,4186.02564102564,4351.53846153846,4109.35897435897,4185.64102564103,4177.5641025641,4151.28205128205,4183.20512820513,4183.46153846154,4187.4358974359,4130.64102564103,4196.92307692308,4184.35897435897,4609.23076923077,13452,11008,2.69332240795002,0,2.68544220924377,0,0,0,0,
69,0,0,4682.4358974359,4179.61538461538,4373.20512820513,4098.20512820513,4179.23076923077,4177.17948717949,4150.25641025641,4179.8717948718,4188.20512820513,4191.79487179487,4129.48717948718,4200.25641025641,4178.84615384615,4612.4358974359,13452,11008,2.70110262859619,0,2.68544220924377,0,0,0,0,
70,0,237,4665.76923076923,4175.38461538462,4396.53846153846,4102.5641025641,4176.53846153846,4174.10256410256,4148.58974358974,4178.07692307692,4188.84615384615,4190.64102564103,4129.48717948718,4201.15384615385,4177.82051282051,4601.02564102564,13452,11008,2.70888284924237,0,2.68544220924377,0,0,0,0,
71,0,0,4644.23076923077,4176.02564102564,4374.8717948718,4107.17948717949,4174.74358974359,4167.4358974359,4144.10256410256,4177.69230769231,4188.46153846154,4188.97435897436,4127.17948717949,4216.79487179487,4178.58974358974,4594.23076923077,13452,11008,2.71666306988855,0,2.68544220924377,0,0,0,0,
72,0,0,4638.84615384615,4181.53846153846,4344.35897435897,4115.12820512821,4178.20512820513,4171.66666666667,4151.15384615385,4181.92307692308,4188.20512820513,4191.28205128205,4131.02564102564,4226.66666666667,4180.12820512821,4596.41025641026,13132,10432,2.72454329053473,0,2.68544220924377,0,0,0,0,
73,0,0,4634.8717948718,4178.58974358974,4362.69230769231,4117.5641025641,4173.46153846154,4170.12820512821,4176.79487179487,4183.07692307692,4186.15384615385,4189.35897435897,4131.28205128205,4243.97435897436,4182.4358974359,4597.5641025641,13132,10432,2.73252351118091,0,2.68544220924377,0,0,0,0,
74,0,12,4606.79487179487,4180,4358.71794871795,4128.97435897436,4180.51282051282,4172.5641025641,4176.79487179487,4184.61538461538,4187.30769230769,4186.66666666667,4133.07692307692,4246.53846153846,4188.33333333333,4591.79487179487,13132,10432,2.74040373182708,0,2.68544220924377,0,0,0,0,
75,0,0,4602.05128205128,4183.07692307692,4343.58974358974,4129.74358974359,4190.38461538462,4176.79487179487,4162.94871794872,4187.4358974359,4186.41025641026,4192.05128205128,4136.66666666667,4259.8717948718,4187.69230769231,4596.53846153846,13132,10432,2.74818395247326,0,2.68544220924377,0,0,0,0,
76,0,35,4593.71794871795,4189.48717948718,4341.02564102564,4131.66666666667,4197.69230769231,4184.10256410256,4159.48717948718,4185.64102564103,4183.46153846154,4194.10256410256,4137.5641025641,4268.33333333333,4185.25641025641,4593.97435897436,12812,9792,2.75606417311944,0,2.68544220924377,0,0,0,0,
77,0,0,4578.20512820513,4189.48717948718,4355.51282051282,4141.41025641026,4197.17948717949,4186.28205128205,4174.48717948718,4178.97435897436,4184.74358974359,4187.30769230769,4134.23076923077,4269.48717948718,4185.89743589744,4588.58974358974,12812,9792,2.76404439376562,0,2.68544220924377,0,0,0,0,
78,0,12,4573.07692307692,4188.71794871795,4355.76923076923,4141.66666666667,4195.12820512821,4185.12820512821,4175.12820512821,4178.71794871795,4185.64102564103,4184.10256410256,4131.02564102564,4279.48717948718,4186.79487179487,4598.07692307692,12812,9792,2.77192461441179,0,2.68544220924377,0,0,0,0,
79,0,0,4575.12820512821,4190.12820512821,4346.28205128205,4138.84615384615,4195.51282051282,4184.23076923077,4175.12820512821,4182.82051282051,4182.82051282051,4191.02564102564,4133.58974358974,4281.15384615385,4186.15384615385,4599.23076923077,12812,9792,2.77970483505797,0,2.68544220924377,0,0,0,0,
80,0,35,4577.69230769231,4191.92307692308,4355.12820512821,4139.8717948718,4195.64102564103,4182.05128205128,4171.79487179487,4180.89743589744,4181.66666666667,4191.92307692308,4132.69230769231,4302.82051282051,4183.20512820513,4603.20512820513,12364,9152,2.78758505570415,0,2.68544220924377,0,0,0,0,
81,0,0,4586.92307692308,4191.53846153846,4371.53846153846,4141.02564102564,4197.05128205128,4181.02564102564,4177.94871794872,4180.76923076923,4187.17948717949,4189.23076923077,4129.35897435897,4323.97435897436,4184.23076923077,4611.79487179487,12364,9152,2.79536527635033,0,2.68544220924377,0,0,0,0,
82,0,12,4610.38461538462,4186.15384615385,4393.07692307692,4130.25641025641,4192.4358974359,4177.69230769231,4179.8717948718,4183.20512820513,4189.61538461538,4192.82051282051,4128.97435897436,4331.79487179487,4183.58974358974,4619.74358974359,12364,9152,2.80314549699651,0,2.68544220924377,0,0,0,0,
83,0,0,4613.33333333333,4186.53846153846,4377.17948717949,4133.58974358974,4196.53846153846,4183.07692307692,4184.10256410256,4183.46153846154,4186.28205128205,4195.12820512821,4135.12820512821,4323.46153846154,4184.8717948718,4605.51282051282,12364,9152,2.81092571764268,0,2.68544220924377,0,0,0,0,
84,0,35,4633.20512820513,4185.76923076923,4381.53846153846,4131.79487179487,4190.76923076923,4179.48717948718,4179.23076923077,4179.35897435897,4183.46153846154,4190.89743589744,4133.84615384615,4344.10256410256,4182.05128205128,4611.15384615385,12108,8448,2.81880593828886,0,2.81082582473755,0,0,0,0,
85,0,0,4629.35897435897,4190,4385.25641025641,4133.07692307692,4188.07692307692,4175.64102564103,4178.46153846154,4180.89743589744,4185.51282051282,4188.97435897436,4130.89743589744,4345.76923076923,4180.12820512821,4611.79487179487,12108,8448,2.82668615893504,0,2.81082582473755,0,0,0,0,
86,0,12,4638.33333333333,4185.76923076923,4384.35897435897,4127.69230769231,4184.61538461538,4173.33333333333,4178.46153846154,4181.02564102564,4187.5641025641,4191.41025641026,4128.58974358974,4327.30769230769,4179.61538461538,4612.17948717949,12108,8448,2.83446637958122,0,2.81082582473755,0,0,0,0,
87,0,0,4646.41025641026,4184.74358974359,4367.17948717949,4131.66666666667,4188.97435897436,4182.30769230769,4173.58974358974,4179.74358974359,4189.74358974359,4191.53846153846,4130.38461538462,4305.51282051282,4182.82051282051,4604.10256410256,12108,8448,2.84224660022739,0,2.81082582473755,0,0,0,0,
88,0,35,4646.02564102564,4182.69230769231,4380.25641025641,4126.15384615385,4184.8717948718,4177.94871794872,4183.84615384615,4178.97435897436,4189.10256410256,4190.12820512821,4129.35897435897,4304.74358974359,4180,4603.84615384615,12172,8128,2.85012682087357,0,2.81082582473755,0,0,0,0,
89,0,0,4630.38461538462,4185.12820512821,4390.51282051282,4123.07692307692,4184.10256410256,4176.92307692308,4197.82051282051,4184.35897435897,4187.30769230769,4188.58974358974,4128.97435897436,4286.53846153846,4179.48717948718,4589.23076923077,12172,8128,2.85790704151975,0,2.81082582473755,0,0,0,0,
90,0,12,4633.46153846154,4184.8717948718,4380.12820512821,4119.74358974359,4182.05128205128,4179.74358974359,4197.30769230769,4184.48717948718,4188.97435897436,4190.64102564103,4127.17948717949,4276.15384615385,4181.41025641026,4584.10256410256,12172,8128,2.86568726216593,0,2.81082582473755,0,0,0,0,
91,0,0,4648.07692307692,4190.12820512821,4379.10256410256,4127.94871794872,4190.89743589744,4185,4180.25641025641,4183.46153846154,4190.12820512821,4193.07692307692,4130.51282051282,4279.61538461538,4183.58974358974,4582.4358974359,12172,8128,2.87346748281211,0,2.81082582473755,0,0,0,0,
92,0,35,4644.74358974359,4192.17948717949,4394.74358974359,4124.74358974359,4196.92307692308,4185.12820512821,4177.82051282051,4186.15384615385,4185.89743589744,4190.64102564103,4133.46153846154,4272.69230769231,4183.33333333333,4577.4358974359,12236,7936,2.88134770345828,0,2.81082582473755,0,0,0,0,
93,0,0,4635.76923076923,4191.41025641026,4380.64102564103,4121.66666666667,4192.82051282051,4188.33333333333,4170.64102564103,4187.05128205128,4185.12820512821,4189.23076923077,4135.12820512821,4245.64102564103,4185.64102564103,4571.41025641026,12236,7936,2.88922792410446,0,2.81082582473755,0,0,0,0,
94,0,12,4636.02564102564,4190,4367.30769230769,4124.8717948718,4189.35897435897,4185.76923076923,4166.28205128205,4183.71794871795,4186.66666666667,4192.4358974359,4136.02564102564,4237.82051282051,4184.23076923077,4569.35897435897,12236,7936,2.89700814475064,0,2.81082582473755,0,0,0,0,
95,0,0,4638.84615384615,4187.69230769231,4393.33333333333,4120.51282051282,4192.30769230769,4178.20512820513,4160,4182.5641025641,4186.15384615385,4194.23076923077,4134.61538461538,4247.05128205128,4181.15384615385,4573.33333333333,12236,7936,2.90478836539682,0,2.81082582473755,0,0,0,0,
96,0,35,4619.10256410256,4185.89743589744,4403.58974358974,4116.66666666667,4191.28205128205,4181.28205128205,4153.20512820513,4183.84615384615,4187.4358974359,4193.33333333333,4133.07692307692,4233.58974358974,4182.4358974359,4565.89743589744,12108,7936,2.91266858604299,0,2.81082582473755,0,0,0,0,
97,0,0,4623.20512820513,4185,4383.58974358974,4111.02564102564,4182.5641025641,4182.4358974359,4146.79487179487,4180.76923076923,4188.84615384615,4193.33333333333,4131.66666666667,4224.48717948718,4182.05128205128,4570.64102564103,12108,7936,2.92054880668917,0,2.81082582473755,0,0,0,0,
98,0,12,4640.89743589744,4184.10256410256,4372.82051282051,4108.33333333333,4181.28205128205,4180,4153.07692307692,4178.58974358974,4187.82051282051,4192.5641025641,4133.46153846154,4230.12820512821,4180.38461538462,4578.71794871795,12108,7936,2.92832902733535,0,2.81082582473755,0,0,0,0,
99,0,0,4626.41025641026,4179.74358974359,4376.66666666667,4108.33333333333,4180.25641025641,4174.48717948718,4156.02564102564,4174.23076923077,4183.84615384615,4191.53846153846,4133.33333333333,4249.61538461538,4180.38461538462,4593.71794871795,12108,7936,2.93610924798153,0,2.81082582473755,0,0,0,0,
100,0,35,4598.20512820513,4182.17948717949,4386.92307692308,4120.64102564103,4185.12820512821,4174.61538461538,4156.28205128205,4176.79487179487,4183.84615384615,4189.48717948718,4133.46153846154,4253.84615384615,4186.15384615385,4585.89743589744,12044,7872,2.94398946862771,0,2.9361093044281,0,0,0,0,
101,0,0,4610.64102564103,4179.23076923077,4379.48717948718,4114.61538461538,4179.61538461538,4168.97435897436,4162.5641025641,4182.05128205128,4183.07692307692,4187.82051282051,4131.66666666667,4272.17948717949,4185.64102564103,4590.64102564103,12044,7872,2.95176968927388,0,2.9361093044281,0,0,0,0,
